timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618816654682,767,api/areas/district-city,200,OK,PELAPORAN STAGING 1-3,text,true,,2401,676,6,6,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,766,0,0
1618816654889,755,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-2,text,true,,1057,684,6,6,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,755,0,0
1618816655051,774,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-1,text,true,,1055,684,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,773,0,0
1618816655421,738,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-4,text,true,,1057,684,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,738,0,0
1618816655451,778,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-3,text,true,,1061,684,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,777,0,0
1618816655146,1187,api/areas/hospital,200,OK,PELAPORAN STAGING 1-5,text,true,,184081,685,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,753,0,0
1618816655645,748,api/areas/district-city,200,OK,PELAPORAN STAGING 1-2,text,true,,2397,676,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,748,0,0
1618816655825,768,api/areas/district-city,200,OK,PELAPORAN STAGING 1-1,text,true,,2401,676,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,768,0,0
1618816656229,383,api/country,200,OK,PELAPORAN STAGING 1-3,text,true,,9541,664,7,7,https://pikobar-pelaporan-api.digitalservice.id/api/country,383,0,0
1618816656161,742,api/areas/district-city,200,OK,PELAPORAN STAGING 1-4,text,true,,2409,676,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,739,0,0
1618816654819,2253,api/login,200,OK,PELAPORAN STAGING 1-6,text,true,,1921,721,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/login,2253,0,1381
1618816655814,1294,api/login,200,OK,PELAPORAN STAGING 1-7,text,true,,1925,721,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/login,1294,0,392
1618816656336,813,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-5,text,true,,1059,684,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,813,0,0
1618816656395,824,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-2,text,true,,1059,684,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,824,0,0
1618816656594,737,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-1,text,true,,1055,684,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,737,0,0
1618816656613,775,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-3,text,true,,1063,675,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,775,0,0
1618816657150,411,api/areas/district-city,200,OK,PELAPORAN STAGING 1-5,text,true,,2393,676,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,411,0,0
1618816657220,389,api/country,200,OK,PELAPORAN STAGING 1-2,text,true,,9539,664,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/country,389,0,0
1618816656905,771,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-4,text,true,,1059,684,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,771,0,0
1618816657109,797,api/areas/hospital,200,OK,PELAPORAN STAGING 1-7,text,true,,184093,685,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,382,0,0
1618816657563,377,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-5,text,true,,1053,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,374,0,0
1618816656817,1272,api/login,200,OK,PELAPORAN STAGING 1-8,text,true,,1923,721,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/login,1272,0,368
1618816657678,415,api/country,200,OK,PELAPORAN STAGING 1-4,text,true,,9545,664,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/country,414,0,0
1618816657334,781,api/country,200,OK,PELAPORAN STAGING 1-1,text,true,,9539,664,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/country,781,0,0
1618816657073,1243,api/areas/hospital,200,OK,PELAPORAN STAGING 1-6,text,true,,184087,685,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,810,0,0
1618816657612,766,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-2,text,true,,1055,675,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,766,0,0
1618816657391,1088,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-3,text,true,,583620,690,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,482,0,0
1618816657907,777,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-7,text,true,,1051,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,777,0,0
1618816657940,746,api/country,200,OK,PELAPORAN STAGING 1-5,text,true,,9541,664,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/country,745,0,0
1618816658117,736,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-1,text,true,,1053,675,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,735,0,0
1618816658095,772,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-4,text,true,,1063,675,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,770,0,0
1618816658686,397,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-5,text,true,,1063,675,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,397,0,0
1618816658317,777,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-6,text,true,,1053,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,777,0,0
1618816657820,1285,api/login,200,OK,PELAPORAN STAGING 1-9,text,true,,1917,721,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/login,1285,0,390
1618816658481,739,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-3,text,true,,3080,677,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,739,0,0
1618816658091,1206,api/areas/hospital,200,OK,PELAPORAN STAGING 1-8,text,true,,184092,685,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,784,0,0
1618816658685,732,api/areas/district-city,200,OK,PELAPORAN STAGING 1-7,text,true,,2393,676,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,732,0,0
1618816658381,1252,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-2,text,true,,583589,690,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,623,0,0
1618816659299,411,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-8,text,true,,1059,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,411,0,0
1618816659096,742,api/areas/district-city,200,OK,PELAPORAN STAGING 1-6,text,true,,2407,676,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,742,0,0
1618816658854,1080,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-1,text,true,,583602,690,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,399,0,0
1618816658819,1207,api/login,200,OK,PELAPORAN STAGING 1-10,text,true,,1931,721,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/login,1207,0,382
1618816659222,807,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-3,text,true,,12519,682,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,806,0,0
1618816659712,385,api/areas/district-city,200,OK,PELAPORAN STAGING 1-8,text,true,,2397,676,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,385,0,0
1618816659420,766,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-7,text,true,,1059,684,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,766,0,0
1618816659936,377,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-1,text,true,,3078,677,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,377,0,0
1618816658869,1530,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-4,text,true,,583605,690,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,760,0,0
1618816660031,377,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-3,text,true,,3796,688,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,377,0,0
1618816659108,1313,api/areas/hospital,200,OK,PELAPORAN STAGING 1-9,text,true,,184091,685,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,786,0,0
1618816659085,1372,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-5,text,true,,583615,690,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,760,0,0
1618816659634,832,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-2,text,true,,3076,677,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,832,0,0
1618816659840,728,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-6,text,true,,1061,684,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,728,0,0
1618816660315,378,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-1,text,true,,12511,682,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,377,0,0
1618816659818,901,api/login,200,OK,PELAPORAN STAGING 1-11,text,true,,1923,721,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/login,900,0,378
1618816660422,409,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-9,text,true,,1065,684,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,409,0,0
1618816660467,392,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-2,text,true,,12515,682,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,391,0,0
1618816660459,407,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-5,text,true,,3086,677,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,407,0,0
1618816660098,775,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-8,text,true,,1057,684,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,773,0,0
1618816660188,799,api/country,200,OK,PELAPORAN STAGING 1-7,text,true,,9560,664,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/country,797,0,0
1618816660695,385,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-1,text,true,,3808,688,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,384,0,0
1618816660409,771,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-3,text,true,,3800,688,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,770,0,0
1618816660400,812,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-4,text,true,,3088,677,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,812,0,0
1618816660029,1209,api/areas/hospital,200,OK,PELAPORAN STAGING 1-10,text,true,,184087,685,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,787,0,0
1618816660873,366,api/country,200,OK,PELAPORAN STAGING 1-8,text,true,,9539,664,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/country,366,0,0
1618816660833,434,api/areas/district-city,200,OK,PELAPORAN STAGING 1-9,text,true,,2395,676,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,433,0,0
1618816660860,419,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-2,text,true,,3796,688,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,419,0,0
1618816660570,741,api/country,200,OK,PELAPORAN STAGING 1-6,text,true,,9547,664,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/country,741,0,0
1618816661311,428,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-6,text,true,,1059,675,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,427,0,0
1618816660867,872,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-5,text,true,,12509,682,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,871,0,0
1618816661239,500,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-8,text,true,,1061,675,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,499,0,0
1618816660820,921,api/login,200,OK,PELAPORAN STAGING 1-12,text,true,,1923,721,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/login,921,0,382
1618816660987,818,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-7,text,true,,1057,675,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,818,0,0
1618816661080,778,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-1,text,true,,3806,688,12,12,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,778,0,0
1618816661213,750,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-4,text,true,,12515,682,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,749,0,0
1618816661239,739,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-10,text,true,,1065,684,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,739,0,0
1618816661267,804,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-9,text,true,,1063,684,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,804,0,0
1618816661741,393,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-5,text,true,,3794,688,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,393,0,0
1618816660721,1572,api/areas/hospital,200,OK,PELAPORAN STAGING 1-11,text,true,,184089,685,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,368,0,0
1618816661964,377,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-4,text,true,,3808,688,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,377,0,0
1618816661979,414,api/areas/district-city,200,OK,PELAPORAN STAGING 1-10,text,true,,2401,676,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,413,0,0
1618816662073,392,api/country,200,OK,PELAPORAN STAGING 1-9,text,true,,9543,664,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/country,392,0,0
1618816662136,389,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-5,text,true,,3798,688,11,11,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,389,0,0
1618816661280,1499,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-2,text,true,,3804,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,1498,0,0
1618816662394,406,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-10,text,true,,1059,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,406,0,0
1618816661742,1268,api/areas/hospital,200,OK,PELAPORAN STAGING 1-12,text,true,,184085,685,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,434,0,0
1618816661742,1295,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-8,text,true,,583599,690,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,434,0,0
1618816661741,1322,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-6,text,true,,583605,690,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,401,0,0
1618816662342,766,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-4,text,true,,3798,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,766,0,0
1618816662466,757,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-9,text,true,,1059,675,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,757,0,0
1618816661807,1454,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-7,text,true,,583606,690,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,805,0,0
1618816662293,968,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-11,text,true,,1059,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,968,0,0
1618816663011,396,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-12,text,true,,1059,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,394,0,0
1618816663038,460,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-8,text,true,,3076,677,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,460,0,0
1618816661817,1722,api/login,200,OK,PELAPORAN STAGING 1-13,text,true,,1919,721,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/login,1721,0,395
1618816662801,811,api/country,200,OK,PELAPORAN STAGING 1-10,text,true,,9543,664,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/country,811,0,0
1618816663263,458,api/areas/district-city,200,OK,PELAPORAN STAGING 1-11,text,true,,2405,676,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,457,0,0
1618816662818,953,api/login,200,OK,PELAPORAN STAGING 1-14,text,true,,1919,721,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/login,953,0,443
1618816663063,758,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-6,text,true,,3084,677,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,758,0,0
1618816663408,428,api/areas/district-city,200,OK,PELAPORAN STAGING 1-12,text,true,,2401,676,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,428,0,0
1618816663499,411,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-8,text,true,,12515,682,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,411,0,0
1618816663614,365,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-10,text,true,,1061,675,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,365,0,0
1618816663263,745,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-7,text,true,,3084,677,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,744,0,0
1618816663722,375,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-11,text,true,,1055,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,373,0,0
1618816663911,387,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-8,text,true,,3796,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,387,0,0
1618816663540,795,api/areas/hospital,200,OK,PELAPORAN STAGING 1-13,text,true,,184081,685,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,371,0,0
1618816664010,419,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-7,text,true,,12517,682,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,418,0,0
1618816664099,372,api/country,200,OK,PELAPORAN STAGING 1-11,text,true,,9543,664,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/country,372,0,0
1618816663822,754,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-6,text,true,,12513,682,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,754,0,0
1618816663839,785,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-12,text,true,,1061,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,785,0,0
1618816664300,372,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-8,text,true,,3800,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,372,0,0
1618816663225,1459,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-9,text,true,,583599,690,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,798,0,0
1618816664337,385,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-13,text,true,,1051,684,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,385,0,0
1618816664430,387,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-7,text,true,,3796,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,386,0,0
1618816663772,1237,api/areas/hospital,200,OK,PELAPORAN STAGING 1-14,text,true,,184073,685,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,752,0,0
1618816663981,1047,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-10,text,true,,583601,690,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,398,0,0
1618816663815,1241,api/login,200,OK,PELAPORAN STAGING 1-15,text,true,,1917,721,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/login,1241,0,383
1618816664578,481,api/dashboard/v2/visualization-case,200,OK,PELAPORAN STAGING 1-6,text,true,,3804,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,481,0,0
1618816664626,456,api/country,200,OK,PELAPORAN STAGING 1-12,text,true,,9549,664,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/country,456,0,0
1618816664724,421,api/areas/district-city,200,OK,PELAPORAN STAGING 1-13,text,true,,2393,676,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,420,0,0
1618816664473,754,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-11,text,true,,1057,675,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,753,0,0
1618816665011,390,api/areas/village/32.17.09.2004,200,OK,PELAPORAN STAGING 1-14,text,true,,1059,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/village/32.17.09.2004,390,0,0
1618816664685,809,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-9,text,true,,3080,677,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,808,0,0
1618816665147,421,api/areas/sub-district/32.17.09,200,OK,PELAPORAN STAGING 1-13,text,true,,1055,684,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17.09,413,0,0
1618816664818,814,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-7,text,true,,3798,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,813,0,0
1618816665028,744,api/reports/daily-report,200,OK,PELAPORAN STAGING 1-10,text,true,,3080,677,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/reports/daily-report,744,0,0
1618816665402,382,api/areas/district-city,200,OK,PELAPORAN STAGING 1-14,text,true,,2391,676,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,381,0,0
1618816665059,770,api/dashboard/v2/summary-case-criteria,200,OK,PELAPORAN STAGING 1-6,text,true,,3800,688,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/visualization-case,770,0,0
1618816665083,796,api/case-related/32.17,200,OK,PELAPORAN STAGING 1-12,text,true,,1061,675,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/case-related/32.17,796,0,0
1618816665569,395,api/country,200,OK,PELAPORAN STAGING 1-13,text,true,,9551,664,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/country,395,0,0
1618816664817,1292,api/login,200,OK,PELAPORAN STAGING 1-16,text,true,,1919,721,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/login,1292,0,424
1618816665774,392,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-10,text,true,,12507,682,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,392,0,0
1618816665229,979,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-11,text,true,,583596,690,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,395,0,0
1618816665494,748,api/dashboard/v2/summary-case,200,OK,PELAPORAN STAGING 1-9,text,true,,12513,682,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/dashboard/v2/summary-case,748,0,0
